model,registration,gear,fuel,tax,mpg,engineSize,make,car_age,price,mileage,car,class
A5,2018,Manual,Diesel,145,64.2,2.0,Audi,5,27354.3,21721.5,Audi A5,Large family car
A3,2014,Manual,Diesel,0,74.3,1.6,Audi,9,10140.3,80871.558,Audi A3,Small family car
A1,2015,Manual,Petrol,30,55.4,1.4,Audi,8,13091.759999999998,72517.63,Audi A1,Small car
A3,2016,Semi-Auto,Petrol,160,44.1,2.0,Audi,7,23438.399999999998,43217.74,Audi A3,Small family car
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,11696.4,76876.411,Audi A1,Small car
A3,2015,Manual,Petrol,20,58.9,1.4,Audi,8,12460.199999999999,67067.947,Audi A3,Small family car
A5,2015,Automatic,Diesel,145,56.5,2.0,Audi,8,19015.199999999997,63154.859,Audi A5,Large family car
A3,2013,Semi-Auto,Petrol,30,56.5,1.4,Audi,10,13099.74,94931.0,Audi A3,Small family car
A1,2014,Manual,Diesel,0,74.3,1.6,Audi,9,9064.14,85745.219,Audi A1,Small car
A3,2017,Manual,Petrol,200,40.4,2.0,Audi,6,23938.859999999997,33706.941,Audi A3,Small family car
Q3,2015,Manual,Diesel,125,60.1,2.0,Audi,8,14534.999999999998,127049.858,Audi Q3,Compact SUV
A5,2017,Semi-Auto,Diesel,30,67.3,2.0,Audi,6,21648.6,66314.935,Audi A5,Large family car
A1,2016,Manual,Petrol,0,67.3,1.0,Audi,7,11342.999999999998,39253.164,Audi A1,Small car
Q3,2014,Semi-Auto,Petrol,265,36.7,2.0,Audi,9,18234.3,38616.0,Audi Q3,Compact SUV
Q3,2020,Semi-Auto,Diesel,150,45.6,2.0,Audi,3,42174.299999999996,3218.0,Audi Q3,Compact SUV
A5,2017,Semi-Auto,Diesel,150,67.3,2.0,Audi,6,22794.3,86886.0,Audi A5,Large family car
A3,2017,Manual,Petrol,150,54.3,1.5,Audi,6,22794.3,28640.2,Audi A3,Small family car
Q3,2018,Semi-Auto,Diesel,150,53.3,2.0,Audi,5,25074.3,69187.0,Audi Q3,Compact SUV
A1,2017,Manual,Diesel,0,76.3,1.6,Audi,6,12534.3,72405.0,Audi A1,Small car
Q3,2020,Manual,Petrol,150,40.9,1.5,Audi,3,29634.3,11263.0,Audi Q3,Compact SUV
Q3,2015,Manual,Diesel,160,49.6,2.0,Audi,8,19665.0,34352.15,Audi Q3,Compact SUV
A1,2015,Manual,Diesel,0,80.7,1.6,Audi,8,14135.999999999998,29283.8,Audi A1,Small car
Q3,2020,Semi-Auto,Diesel,145,47.1,2.0,Audi,3,37614.299999999996,4827.0,Audi Q3,Compact SUV
A5,2020,Semi-Auto,Diesel,145,48.7,2.0,Audi,3,37614.299999999996,3218.0,Audi A5,Large family car
A1,2017,Semi-Auto,Petrol,145,57.6,1.4,Audi,6,17094.3,18503.5,Audi A1,Small car
A1,2017,Manual,Petrol,145,55.4,1.4,Audi,6,14244.3,42638.5,Audi A1,Small car
A3,2014,Manual,Petrol,20,60.1,1.4,Audi,9,12534.3,68302.05,Audi A3,Small family car
A3,2016,Manual,Diesel,30,65.7,2.0,Audi,7,14628.48,103423.302,Audi A3,Small family car
A1,2017,Manual,Petrol,30,56.5,1.4,Audi,6,17094.3,24135.0,Audi A1,Small car
Q3,2013,Manual,Diesel,165,49.6,2.0,Audi,10,15384.3,64360.0,Audi Q3,Compact SUV
Q3,2015,Manual,Diesel,150,52.3,2.0,Audi,8,20235.0,51488.0,Audi Q3,Compact SUV
A3,2017,Manual,Petrol,20,60.1,1.0,Audi,6,17260.739999999998,13501.119,Audi A3,Small family car
Q3,2017,Manual,Diesel,30,61.4,2.0,Audi,6,18804.3,25744.0,Audi Q3,Compact SUV
A3,2018,Manual,Petrol,150,42.2,1.5,Audi,5,24508.859999999997,6455.308,Audi A3,Small family car
A1,2014,Semi-Auto,Petrol,20,60.1,1.4,Audi,9,15674.999999999998,40086.626,Audi A1,Small car
A1,2015,Manual,Diesel,0,80.7,1.6,Audi,8,12311.999999999998,89088.721,Audi A1,Small car
A1,2015,Manual,Petrol,30,55.4,1.4,Audi,8,13394.999999999998,49599.034,Audi A1,Small car
A3,2016,Semi-Auto,Petrol,200,40.4,2.0,Audi,7,25068.6,43159.816,Audi A3,Small family car
A1,2015,Manual,Petrol,240,39.8,2.0,Audi,8,18234.3,37834.026,Audi A1,Small car
A1,2015,Manual,Petrol,30,57.6,1.4,Audi,8,10921.199999999999,71022.869,Audi A1,Small car
Q3,2014,Semi-Auto,Diesel,200,47.9,2.0,Audi,9,14814.3,85277.0,Audi Q3,Compact SUV
A5,2020,Semi-Auto,Petrol,145,39.2,2.0,Audi,3,37044.299999999996,3218.0,Audi A5,Large family car
Q3,2019,Manual,Diesel,145,42.8,2.0,Audi,4,31344.299999999996,9654.0,Audi Q3,Compact SUV
Q3,2013,Semi-Auto,Diesel,200,47.9,2.0,Audi,10,14472.3,64360.0,Audi Q3,Compact SUV
Q3,2017,Semi-Auto,Petrol,145,40.4,2.0,Audi,6,27810.3,21238.8,Audi Q3,Compact SUV
Q3,2019,Semi-Auto,Diesel,145,48.7,2.0,Audi,4,29634.3,13354.7,Audi Q3,Compact SUV
A1,2018,Manual,Petrol,145,55.4,1.4,Audi,5,17094.3,54706.0,Audi A1,Small car
A1,2014,Semi-Auto,Petrol,20,60.1,1.4,Audi,9,15674.999999999998,40064.1,Audi A1,Small car
A1,2017,Manual,Petrol,145,58.9,1.4,Audi,6,18234.3,19308.0,Audi A1,Small car
A5,2019,Semi-Auto,Petrol,145,40.4,2.0,Audi,4,29634.3,11584.8,Audi A5,Large family car
A3,2018,Manual,Petrol,145,54.3,1.5,Audi,5,20742.3,31402.853,Audi A3,Small family car
Q3,2016,Semi-Auto,Petrol,205,40.4,2.0,Audi,7,21659.999999999996,72939.188,Audi Q3,Compact SUV
A3,2016,Manual,Petrol,30,58.9,1.4,Audi,7,18012.0,38022.279,Audi A3,Small family car
A1,2016,Manual,Diesel,0,76.3,1.6,Audi,7,12272.099999999999,62318.179,Audi A1,Small car
A1,2015,Manual,Petrol,30,55.4,1.4,Audi,8,12500.099999999999,75623.0,Audi A1,Small car
A5,2019,Semi-Auto,Petrol,145,40.4,2.0,Audi,4,29976.299999999996,10458.5,Audi A5,Large family car
A3,2016,Manual,Petrol,30,58.9,1.4,Audi,7,19944.3,34593.5,Audi A3,Small family car
A5,2019,Semi-Auto,Petrol,145,36.2,2.0,Audi,4,43314.299999999996,8045.0,Audi A5,Large family car
A1,2016,Manual,Petrol,30,56.5,1.4,Audi,7,14814.3,61142.0,Audi A1,Small car
Q3,2015,Manual,Diesel,30,61.4,2.0,Audi,8,15954.3,65969.0,Audi Q3,Compact SUV
Q3,2019,Manual,Petrol,145,40.9,1.5,Audi,4,28494.3,8045.0,Audi Q3,Compact SUV
A1,2017,Semi-Auto,Petrol,150,56.5,1.4,Audi,6,16860.6,25201.767,Audi A1,Small car
A3,2018,Semi-Auto,Petrol,150,58.9,1.5,Audi,5,19368.6,31703.736,Audi A3,Small family car
A3,2015,Manual,Petrol,20,60.1,1.4,Audi,8,18006.3,53097.0,Audi A3,Small family car
Q3,2020,Semi-Auto,Diesel,145,47.1,2.0,Audi,3,39894.299999999996,8045.0,Audi Q3,Compact SUV
A1,2017,Manual,Diesel,0,76.3,1.6,Audi,6,11930.099999999999,71326.97,Audi A1,Small car
A3,2016,Manual,Petrol,125,49.6,2.0,Audi,7,18200.1,51664.99,Audi A3,Small family car
A3,2015,Manual,Diesel,20,68.9,2.0,Audi,8,18234.3,30472.851,Audi A3,Small family car
A3,2015,Manual,Diesel,20,68.9,2.0,Audi,8,18234.3,29605.6,Audi A3,Small family car
A3,2017,Manual,Petrol,150,56.5,1.4,Audi,6,21654.3,15346.642,Audi A3,Small family car
A3,2018,Semi-Auto,Petrol,150,47.9,2.0,Audi,5,26105.999999999996,30525.948,Audi A3,Small family car
A3,2015,Automatic,Petrol,20,60.1,1.4,Audi,8,14249.999999999998,79722.732,Audi A3,Small family car
A1,2015,Manual,Diesel,0,80.7,1.6,Audi,8,12311.999999999998,89460.4,Audi A1,Small car
A3,2019,Semi-Auto,Diesel,145,50.4,2.0,Audi,4,28494.3,8045.0,Audi A3,Small family car
A5,2017,Semi-Auto,Diesel,20,70.6,2.0,Audi,6,22224.3,31053.7,Audi A5,Large family car
A5,2019,Manual,Petrol,145,47.1,2.0,Audi,4,30774.299999999996,9654.0,Audi A5,Large family car
A5,2019,Manual,Petrol,145,39.8,2.0,Audi,4,28494.3,12872.0,Audi A5,Large family car
A5,2016,Manual,Diesel,125,60.1,2.0,Audi,7,18234.3,51488.0,Audi A5,Large family car
Q3,2017,Manual,Petrol,150,49.6,1.4,Audi,6,20514.3,25692.512,Audi Q3,Compact SUV
Q3,2016,Semi-Auto,Diesel,160,50.4,2.0,Audi,7,20064.0,66490.316,Audi Q3,Compact SUV
Q3,2017,Semi-Auto,Petrol,145,47.9,1.4,Audi,6,18080.399999999998,70924.72,Audi Q3,Compact SUV
Q3,2017,Manual,Petrol,125,51.4,1.4,Audi,6,18000.6,63626.296,Audi Q3,Compact SUV
A5,2016,Automatic,Diesel,145,56.5,2.0,Audi,7,20860.859999999997,42635.282,Audi A5,Large family car
A1,2013,Manual,Petrol,125,52.3,1.4,Audi,10,11114.999999999998,47904.757,Audi A1,Small car
A1,2016,Manual,Petrol,0,67.3,1.0,Audi,7,12500.099999999999,39648.978,Audi A1,Small car
A3,2016,Manual,Petrol,30,57.6,1.4,Audi,7,15337.56,92189.264,Audi A3,Small family car
Q3,2017,Manual,Diesel,145,56.5,2.0,Audi,6,20851.739999999998,46041.534999999996,Audi Q3,Compact SUV
Q3,2019,Manual,Diesel,145,42.8,2.0,Audi,4,32489.999999999996,8849.5,Audi Q3,Compact SUV
A5,2019,Automatic,Diesel,145,48.7,2.0,Audi,4,31913.159999999996,9654.0,Audi A5,Large family car
Q3,2016,Manual,Diesel,165,49.6,2.0,Audi,7,21591.6,48504.914,Audi Q3,Compact SUV
Q3,2018,Manual,Petrol,150,49.6,1.4,Audi,5,24509.999999999996,32180.0,Audi Q3,Compact SUV
Q3,2016,Manual,Diesel,30,60.1,2.0,Audi,7,20514.3,28640.2,Audi Q3,Compact SUV
A5,2018,Semi-Auto,Diesel,150,67.3,2.0,Audi,5,26237.1,22526.0,Audi A5,Large family car
A3,2018,Semi-Auto,Petrol,145,43.5,2.0,Audi,5,30494.999999999996,31539.618,Audi A3,Small family car
A3,2019,Manual,Diesel,145,51.4,1.6,Audi,4,25627.199999999997,11142.325,Audi A3,Small family car
A3,2016,Manual,Petrol,30,58.9,1.4,Audi,7,18285.6,33418.93,Audi A3,Small family car
A3,2017,Manual,Diesel,150,57.6,2.0,Audi,6,18217.199999999997,75428.311,Audi A3,Small family car
A1,2015,Manual,Diesel,0,80.7,1.6,Audi,8,12517.199999999999,64717.198,Audi A1,Small car
A3,2016,Manual,Diesel,125,57.6,2.0,Audi,7,20497.199999999997,38073.767,Audi A3,Small family car
Q3,2019,Semi-Auto,Diesel,150,45.6,2.0,Audi,4,40447.2,21721.5,Audi Q3,Compact SUV
A1,2017,Manual,Petrol,150,57.6,1.4,Audi,6,13657.199999999999,57734.138,Audi A1,Small car
Q3,2016,Semi-Auto,Diesel,150,52.3,2.0,Audi,7,22617.6,46604.685,Audi Q3,Compact SUV
A5,2019,Semi-Auto,Diesel,150,51.4,2.0,Audi,4,30722.999999999996,3264.661,Audi A5,Large family car
Q3,2019,Manual,Diesel,150,42.8,2.0,Audi,4,30711.6,949.31,Audi Q3,Compact SUV
Q3,2015,Manual,Petrol,235,38.7,2.0,Audi,8,21374.999999999996,50281.25,Audi Q3,Compact SUV
A3,2019,Manual,Diesel,145,51.4,1.6,Audi,4,21654.3,8045.0,Audi A3,Small family car
A3,2019,Manual,Diesel,145,51.4,1.6,Audi,4,22001.999999999996,8045.0,Audi A3,Small family car
Q3,2019,Manual,Diesel,145,42.8,2.0,Audi,4,31919.999999999996,8045.0,Audi Q3,Compact SUV
A1,2015,Manual,Petrol,30,57.6,1.4,Audi,8,11967.72,50511.337,Audi A1,Small car
Q3,2019,Manual,Diesel,145,42.8,2.0,Audi,4,31099.199999999997,4827.0,Audi Q3,Compact SUV
A1,2019,Semi-Auto,Petrol,150,47.1,1.0,Audi,4,24829.199999999997,10717.548999999999,Audi A1,Small car
A1,2014,Manual,Petrol,30,55.4,1.2,Audi,9,11160.599999999999,71121.018,Audi A1,Small car
A5,2016,Semi-Auto,Diesel,160,52.3,2.0,Audi,7,22674.6,48889.465,Audi A5,Large family car
Q3,2018,Semi-Auto,Petrol,145,48.7,1.4,Audi,5,27359.999999999996,19308.0,Audi Q3,Compact SUV
Q3,2019,Semi-Auto,Petrol,145,31.7,2.0,Audi,4,34177.2,18912.186,Audi Q3,Compact SUV
A1,2015,Manual,Petrol,200,40.4,2.0,Audi,8,17895.719999999998,33068.168,Audi A1,Small car
Q3,2018,Semi-Auto,Petrol,145,47.9,1.4,Audi,5,25079.999999999996,21708.628,Audi Q3,Compact SUV
A3,2019,Manual,Diesel,145,51.4,1.6,Audi,4,23820.3,11137.498,Audi A3,Small family car
Q3,2016,Semi-Auto,Diesel,145,51.4,2.0,Audi,7,21648.6,14651.554,Audi Q3,Compact SUV
A5,2019,Semi-Auto,Petrol,145,39.8,2.0,Audi,4,32923.2,160.9,Audi A5,Large family car
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,14762.999999999998,41739.069,Audi A1,Small car
A5,2016,Manual,Diesel,165,53.3,2.0,Audi,7,18799.739999999998,98020.28,Audi A5,Large family car
A3,2016,Semi-Auto,Diesel,125,61.4,2.0,Audi,7,15950.88,90322.824,Audi A3,Small family car
A1,2018,Manual,Petrol,150,51.4,1.0,Audi,5,19254.6,14107.712,Audi A1,Small car
A3,2014,Semi-Auto,Diesel,20,72.4,1.6,Audi,9,9838.199999999999,113402.31999999999,Audi A3,Small family car
A3,2016,Manual,Petrol,20,60.1,1.4,Audi,7,16252.979999999998,22799.53,Audi A3,Small family car
A1,2015,Manual,Petrol,30,55.4,1.4,Audi,8,13759.8,50223.326,Audi A1,Small car
A3,2015,Semi-Auto,Petrol,20,60.1,1.4,Audi,8,12847.8,53325.478,Audi A3,Small family car
A5,2014,Automatic,Diesel,160,49.6,3.0,Audi,9,17977.8,85408.938,Audi A5,Large family car
A5,2016,Manual,Diesel,160,53.3,2.0,Audi,7,19915.8,81101.645,Audi A5,Large family car
A3,2018,Manual,Petrol,145,54.3,1.5,Audi,5,20143.8,31402.853,Audi A3,Small family car
A1,2015,Manual,Petrol,30,55.4,1.4,Audi,8,13316.339999999998,47352.87,Audi A1,Small car
A3,2015,Semi-Auto,Diesel,30,64.2,2.0,Audi,8,16176.599999999999,44841.221,Audi A3,Small family car
A3,2018,Manual,Petrol,145,60.1,1.0,Audi,5,21557.399999999998,19237.204,Audi A3,Small family car
A5,2019,Semi-Auto,Petrol,145,40.4,2.0,Audi,4,29639.999999999996,7240.5,Audi A5,Large family car
A1,2019,Semi-Auto,Petrol,145,40.9,2.0,Audi,4,25079.999999999996,8045.0,Audi A1,Small car
A1,2020,Manual,Petrol,145,47.9,1.0,Audi,3,25638.6,1609.0,Audi A1,Small car
A5,2019,Semi-Auto,Diesel,145,47.1,2.0,Audi,4,34177.2,4827.0,Audi A5,Large family car
A5,2019,Automatic,Diesel,145,47.1,2.0,Audi,4,41034.299999999996,160.9,Audi A5,Large family car
Q3,2019,Manual,Diesel,145,42.8,2.0,Audi,4,35853.0,8045.0,Audi Q3,Compact SUV
Q3,2019,Manual,Diesel,145,42.8,2.0,Audi,4,35283.0,160.9,Audi Q3,Compact SUV
A3,2015,Manual,Diesel,0,83.1,1.6,Audi,8,10599.72,123286.40699999999,Audi A3,Small family car
A3,2017,Manual,Petrol,30,60.1,1.4,Audi,6,19947.719999999998,38229.84,Audi A3,Small family car
A3,2013,Semi-Auto,Petrol,125,50.4,1.8,Audi,10,12311.999999999998,31546.054,Audi A3,Small family car
Q3,2014,Semi-Auto,Diesel,200,47.9,2.0,Audi,9,14582.88,68939.21399999999,Audi Q3,Compact SUV
Q3,2014,Manual,Diesel,145,54.3,2.0,Audi,9,11390.88,112539.896,Audi Q3,Compact SUV
Q3,2015,Manual,Diesel,125,60.1,2.0,Audi,8,16364.699999999999,80816.852,Audi Q3,Compact SUV
A1,2018,Manual,Petrol,150,55.4,1.4,Audi,5,18913.739999999998,14889.686,Audi A1,Small car
Q3,2019,Semi-Auto,Diesel,150,47.1,2.0,Audi,4,31909.739999999998,13970.947,Audi Q3,Compact SUV
A1,2013,Semi-Auto,Petrol,125,53.3,1.4,Audi,10,11964.3,71922.3,Audi A1,Small car
A3,2017,Manual,Petrol,30,60.1,1.4,Audi,6,20167.739999999998,28892.813,Audi A3,Small family car
A3,2014,Manual,Petrol,30,57.6,1.2,Audi,9,13523.82,76598.054,Audi A3,Small family car
A5,2016,Automatic,Diesel,145,56.5,2.0,Audi,7,19365.179999999997,89523.151,Audi A5,Large family car
A5,2016,Automatic,Diesel,160,50.4,2.0,Audi,7,20060.579999999998,70324.563,Audi A5,Large family car
A3,2018,Automatic,Petrol,145,42.2,1.5,Audi,5,22047.6,26274.97,Audi A3,Small family car
A5,2014,Manual,Diesel,30,60.1,2.0,Audi,9,14928.3,49692.356,Audi A5,Large family car
A5,2017,Semi-Auto,Diesel,145,70.6,2.0,Audi,6,26699.94,40558.063,Audi A5,Large family car
A3,2016,Automatic,Petrol,30,56.5,1.4,Audi,7,21206.28,15028.06,Audi A3,Small family car
A1,2018,Manual,Diesel,150,76.4,1.6,Audi,5,15948.599999999999,35398.0,Audi A1,Small car
A5,2018,Semi-Auto,Petrol,150,36.7,3.0,Audi,5,35328.6,7259.808,Audi A5,Large family car
Q3,2017,Manual,Petrol,150,49.6,1.4,Audi,6,22560.6,25904.9,Audi Q3,Compact SUV
A1,2016,Manual,Diesel,0,80.7,1.6,Audi,7,10828.859999999999,47936.937,Audi A1,Small car
Q3,2015,Manual,Diesel,160,49.6,2.0,Audi,8,19528.199999999997,44337.604,Audi Q3,Compact SUV
A5,2016,Semi-Auto,Petrol,260,35.8,3.0,Audi,7,23939.999999999996,61074.422,Audi A5,Large family car
A3,2018,Automatic,Petrol,145,56.5,1.5,Audi,5,23369.999999999996,16106.09,Audi A3,Small family car
A5,2015,Semi-Auto,Diesel,200,44.8,3.0,Audi,8,19368.6,79021.208,Audi A5,Large family car
Q3,2015,Manual,Diesel,145,55.4,2.0,Audi,8,19745.94,40701.264,Audi Q3,Compact SUV
A3,2020,Semi-Auto,Diesel,145,50.4,2.0,Audi,3,33060.0,566.3679999999999,Audi A3,Small family car
A3,2019,Automatic,Diesel,145,52.3,1.6,Audi,4,25986.3,1987.115,Audi A3,Small family car
A1,2017,Automatic,Petrol,145,70.6,1.4,Audi,6,19042.559999999998,27119.695,Audi A1,Small car
A5,2016,Semi-Auto,Diesel,145,56.5,2.0,Audi,7,21067.199999999997,65302.873999999996,Audi A5,Large family car
A3,2019,Semi-Auto,Petrol,145,36.7,2.0,Audi,4,36474.299999999996,10458.5,Audi A3,Small family car
Q3,2016,Manual,Diesel,30,60.1,2.0,Audi,7,19026.6,45048.782,Audi Q3,Compact SUV
A3,2017,Semi-Auto,Petrol,165,43.5,2.0,Audi,6,26209.739999999998,27940.285,Audi A3,Small family car
A1,2016,Manual,Petrol,30,58.9,1.4,Audi,7,14809.739999999998,48786.489,Audi A1,Small car
Q3,2017,Manual,Diesel,145,54.3,2.0,Audi,6,23597.999999999996,40548.409,Audi Q3,Compact SUV
Q3,2019,Manual,Petrol,145,42.2,1.5,Audi,4,30774.299999999996,2413.5,Audi Q3,Compact SUV
A1,2020,Semi-Auto,Petrol,145,44.8,1.5,Audi,3,23364.3,2413.5,Audi A1,Small car
A1,2020,Semi-Auto,Petrol,145,44.8,1.0,Audi,3,24504.3,2413.5,Audi A1,Small car
A1,2017,Manual,Petrol,150,58.9,1.4,Audi,6,17094.3,33734.294,Audi A1,Small car
A1,2018,Manual,Petrol,150,56.5,1.4,Audi,5,15954.3,13536.517,Audi A1,Small car
A3,2017,Manual,Diesel,145,67.3,1.6,Audi,6,22227.719999999998,32395.606,Audi A3,Small family car
A1,2015,Manual,Petrol,30,55.4,1.4,Audi,8,10116.359999999999,120361.245,Audi A1,Small car
A3,2016,Semi-Auto,Petrol,30,57.6,1.4,Audi,7,19947.719999999998,19575.094,Audi A3,Small family car
Q3,2016,Manual,Diesel,30,61.4,2.0,Audi,7,17895.719999999998,20292.708,Audi Q3,Compact SUV
A3,2014,Manual,Diesel,20,67.3,2.0,Audi,9,12534.3,136568.702,Audi A3,Small family car
Q3,2015,Manual,Diesel,125,60.1,2.0,Audi,8,15515.399999999998,96060.518,Audi Q3,Compact SUV
A1,2016,Manual,Petrol,0,67.3,1.0,Audi,7,12500.099999999999,40178.339,Audi A1,Small car
A5,2015,Manual,Diesel,30,61.4,2.0,Audi,8,18200.1,76942.38,Audi A5,Large family car
Q3,2017,Semi-Auto,Petrol,145,47.9,1.4,Audi,6,21312.3,18192.963,Audi Q3,Compact SUV
A1,2015,Manual,Petrol,30,58.9,1.4,Audi,8,15384.3,42678.725,Audi A1,Small car
A5,2018,Manual,Diesel,145,65.7,2.0,Audi,5,26787.719999999998,19277.429,Audi A5,Large family car
Q3,2016,Semi-Auto,Petrol,145,47.9,1.4,Audi,7,21087.719999999998,20255.701,Audi Q3,Compact SUV
A5,2018,Semi-Auto,Petrol,145,53.3,1.4,Audi,5,23153.399999999998,23914.567,Audi A5,Large family car
A1,2015,Manual,Diesel,0,80.7,1.6,Audi,8,10733.099999999999,52512.933,Audi A1,Small car
A3,2014,Manual,Diesel,20,68.9,2.0,Audi,9,15954.3,99836.841,Audi A3,Small family car
Q3,2017,Semi-Auto,Diesel,145,51.4,2.0,Audi,6,25074.3,69449.26699999999,Audi Q3,Compact SUV
A1,2013,Semi-Auto,Petrol,150,47.9,1.4,Audi,10,11169.72,101947.849,Audi A1,Small car
Q3,2019,Semi-Auto,Petrol,145,31.7,2.0,Audi,4,31914.299999999996,20048.14,Audi Q3,Compact SUV
A1,2015,Manual,Petrol,30,55.4,1.4,Audi,8,13104.3,75883.658,Audi A1,Small car
A1,2017,Manual,Petrol,30,55.4,1.4,Audi,6,14244.3,40578.98,Audi A1,Small car
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,13674.3,44006.15,Audi A1,Small car
A3,2018,Semi-Auto,Petrol,145,56.5,1.5,Audi,5,22455.719999999998,26313.586,Audi A3,Small family car
A5,2014,Semi-Auto,Diesel,125,58.9,2.0,Audi,9,14004.9,107642.1,Audi A5,Large family car
A3,2019,Manual,Diesel,145,51.4,1.6,Audi,4,25074.3,10458.5,Audi A3,Small family car
A1,2019,Semi-Auto,Petrol,145,40.9,2.0,Audi,4,25074.3,10458.5,Audi A1,Small car
Q3,2019,Manual,Petrol,145,39.8,1.5,Audi,4,30204.299999999996,8045.0,Audi Q3,Compact SUV
A5,2019,Manual,Petrol,145,37.2,2.0,Audi,4,33852.299999999996,8849.5,Audi A5,Large family car
Q3,2015,Manual,Diesel,160,51.4,2.0,Audi,8,17656.32,56290.865,Audi Q3,Compact SUV
A1,2017,Semi-Auto,Petrol,30,70.6,1.4,Audi,6,20024.1,14424.685,Audi A1,Small car
Q3,2016,Manual,Diesel,145,52.3,2.0,Audi,7,18798.6,61639.181,Audi Q3,Compact SUV
A3,2015,Manual,Petrol,205,40.4,2.0,Audi,8,21431.999999999996,41187.182,Audi A3,Small family car
A1,2013,Manual,Diesel,0,74.3,1.6,Audi,10,7751.999999999999,99795.007,Audi A1,Small car
A3,2016,Manual,Diesel,0,74.3,1.6,Audi,7,12653.999999999998,58166.959,Audi A3,Small family car
A3,2017,Manual,Diesel,20,67.3,2.0,Audi,6,16866.3,55993.2,Audi A3,Small family car
A3,2017,Semi-Auto,Diesel,30,61.4,2.0,Audi,6,22794.3,58495.195,Audi A3,Small family car
A1,2016,Manual,Petrol,30,57.6,1.4,Audi,7,10825.439999999999,91511.875,Audi A1,Small car
A1,2015,Manual,Petrol,0,67.3,1.0,Audi,8,11536.8,33056.905,Audi A1,Small car
Q3,2016,Manual,Petrol,145,49.6,1.4,Audi,7,20508.6,34466.389,Audi Q3,Compact SUV
A1,2015,Manual,Petrol,30,57.6,1.4,Audi,8,11696.4,45056.827,Audi A1,Small car
A1,2017,Semi-Auto,Petrol,145,56.5,1.4,Audi,6,17088.6,25196.94,Audi A1,Small car
A1,2018,Manual,Petrol,145,51.4,1.0,Audi,5,18804.3,29282.191,Audi A1,Small car
A1,2019,Semi-Auto,Petrol,145,44.1,1.0,Audi,4,27302.999999999996,8045.0,Audi A1,Small car
A1,2017,Manual,Petrol,145,57.6,1.4,Audi,6,13668.599999999999,25805.142,Audi A1,Small car
Q3,2016,Semi-Auto,Diesel,150,52.3,2.0,Audi,7,20856.3,36949.076,Audi Q3,Compact SUV
A1,2014,Manual,Petrol,125,53.3,1.4,Audi,9,10203.0,75703.45,Audi A1,Small car
A1,2016,Manual,Petrol,30,55.4,1.4,Audi,7,13406.4,44086.6,Audi A1,Small car
A3,2016,Manual,Diesel,20,68.9,2.0,Audi,7,11698.679999999998,119066.0,Audi A3,Small family car
Q3,2017,Manual,Petrol,125,51.4,1.4,Audi,6,18593.399999999998,74984.227,Audi Q3,Compact SUV
A1,2018,Manual,Petrol,150,55.4,1.4,Audi,5,17097.719999999998,23232.351,Audi A1,Small car
Q3,2014,Semi-Auto,Diesel,200,47.9,2.0,Audi,9,14247.72,89589.12,Audi Q3,Compact SUV
A3,2017,Semi-Auto,Diesel,145,70.6,1.6,Audi,6,23312.999999999996,24135.0,Audi A3,Small family car
A3,2018,Manual,Petrol,150,55.4,1.5,Audi,5,20121.0,10217.15,Audi A3,Small family car
A1,2017,Manual,Petrol,145,67.3,1.0,Audi,6,15384.3,11301.616,Audi A1,Small car
Q3,2015,Manual,Diesel,145,52.3,2.0,Audi,8,18237.719999999998,75275.456,Audi Q3,Compact SUV
Q3,2017,Semi-Auto,Petrol,145,47.9,1.4,Audi,6,20859.719999999998,43132.462999999996,Audi Q3,Compact SUV
A3,2017,Semi-Auto,Diesel,30,61.4,2.0,Audi,6,21654.3,45891.898,Audi A3,Small family car
A1,2015,Manual,Petrol,30,56.5,1.4,Audi,8,12368.999999999998,69187.0,Audi A1,Small car
A3,2014,Manual,Diesel,0,74.3,1.6,Audi,9,9912.3,88495.0,Audi A3,Small family car
A1,2016,Manual,Petrol,30,57.6,1.4,Audi,7,12505.8,42545.178,Audi A1,Small car
A1,2017,Manual,Petrol,0,67.3,1.0,Audi,6,14090.4,14115.757,Audi A1,Small car
A1,2013,Manual,Petrol,125,52.3,1.4,Audi,10,8881.74,122864.849,Audi A1,Small car
Q3,2017,Manual,Petrol,145,49.6,1.4,Audi,6,24224.999999999996,5617.019,Audi Q3,Compact SUV
Q3,2014,Manual,Diesel,150,54.3,2.0,Audi,9,11342.999999999998,134209.908,Audi Q3,Compact SUV
A3,2017,Manual,Diesel,0,74.3,1.6,Audi,6,11967.72,119872.109,Audi A3,Small family car
A5,2017,Semi-Auto,Diesel,145,65.7,2.0,Audi,6,25069.739999999998,25343.359,Audi A5,Large family car
Q3,2016,Semi-Auto,Diesel,160,50.4,2.0,Audi,7,20509.739999999998,75750.111,Audi Q3,Compact SUV
A3,2015,Semi-Auto,Petrol,20,60.1,1.4,Audi,8,12254.999999999998,89997.806,Audi A3,Small family car
Q3,2014,Manual,Diesel,160,50.4,2.0,Audi,9,13919.4,102972.78199999999,Audi Q3,Compact SUV
A3,2015,Manual,Diesel,20,68.9,2.0,Audi,8,10658.999999999998,91272.134,Audi A3,Small family car
